First Commit Pull Request,Related to a good-first-issue?,Developer Experience?,Link to PR,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
fixes #6031 spelling errors ,0,Experienced,https://github.com/nodejs/node/commit/c171c490f2d850f63a37496bc7b31855193ce298,0,0,0,1,0,0,
doc: fix modules require.resolve documentation ,0,Experienced,https://github.com/nodejs/node/commit/7c5fabe4053c82806b0a22437bceab8aa7465b78,0,0,0,1,0,0,
src: fixed a small inconsistency between a check and error ,0,Experienced,https://github.com/nodejs/node/pull/515,1,0,0,0,0,0,
Update docs for network interfaces,0,UNRELIABLE,https://github.com/nodejs/node/pull/543,0,0,0,1,0,0,
http: don't bother making a copy of the options,0,Experienced,https://github.com/nodejs/node/pull/593,0,0,0,0,0,1,
Typography fixes ,0,Medior,https://github.com/nodejs/node/pull/3576,0,0,0,1,0,0,
doc:use proper article,0,Novice,https://github.com/nodejs/node/pull/6689,0,0,0,1,0,0,
doc: fix variable scoping bug in Stream HTTP server example code,0,Medior,https://github.com/nodejs/node/pull/8124,0,0,0,1,0,0,
test: increase coverage for lib/events.js,0,Experienced,https://github.com/nodejs/node/pull/9865,0,0,0,0,1,0,
Use const in test-require-json.js,0,Experienced,https://github.com/nodejs/node/pull/9904,0,0,0,0,1,1,
test: fix buffer alloc tests,0,Novice,https://github.com/nodejs/node/pull/9998,0,0,0,0,1,0,
test: remove common.PORT in test tls ticket cluster,0,Experienced,https://github.com/nodejs/node/pull/12715,0,0,0,0,1,0,
Fix linking from toc to subsection for 4.8.x releases,0,Experienced,https://github.com/nodejs/node/pull/13039,0,0,0,1,0,0,
Fix http2 API docs typos,0,Experienced,https://github.com/nodejs/node/pull/15778,0,0,0,1,0,0,
test: replaces fixturesDir with fixtures,0,Medior,https://github.com/nodejs/node/pull/15838,0,0,0,0,1,0,
doc: fix typo in http2 doc,0,Experienced,https://github.com/nodejs/node/pull/16993,0,0,0,1,0,0,
test: use common.hasIntl instead of typeof Intl in Intl v8BreakIterator test,0,Medior,https://github.com/nodejs/node/pull/17311,0,0,0,0,1,0,
doc: Improve checkServerIdentity docs,0,Novice,https://github.com/nodejs/node/pull/17203,0,0,0,1,0,0,
https: add extra options to Agent#getName(),0,Experienced,https://github.com/nodejs/node/pull/16402,0,1,0,0,0,0,
lto: enabling lto at configure,0,Experienced,https://github.com/nodejs/node/pull/21677,0,0,0,0,0,1,
Fix crypto::Hash update method's error output,0,Experienced,https://github.com/nodejs/node/pull/25533,1,0,0,0,0,0,
lib: remove usage of require('util'),1,Experienced,https://github.com/nodejs/node/pull/26773,0,0,0,0,0,1,
test: add mustCall to test-fs-readfile-pipe,0,Novice,https://github.com/nodejs/node/pull/27450,0,0,0,0,1,0,
deps: update npm to 6.11.3,0,Experienced,https://github.com/nodejs/node/pull/29430,0,0,0,0,0,1,Organizational.
http2: change var to let compact.js,0,Medior,https://github.com/nodejs/node/pull/30392,0,0,0,0,0,1,
src: fix node_dir.cc memory allocation,0,Medior,https://github.com/nodejs/node/pull/30750,0,0,0,0,0,1,
create LICENSE,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/34,0,0,0,1,0,0,
Update productoncode.md,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/58,0,0,0,1,0,0,
Tiny grammar fix in section 1.2,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/65,0,0,0,1,0,0,
add rc as config manager option,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/66,0,0,0,1,0,0,
Fixed some typos,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/75,0,0,0,1,0,1,
Add Prettier to Code Style Practices,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/85,0,0,0,1,0,0,
Remove duplicated ESLint reference. Close #84,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/89,0,0,0,1,0,0,
Fix typo in apmproducts.md,0,Medior,https://github.com/goldbergyoni/nodebestpractices/pull/99,0,0,0,1,0,0,
Create thincomponents.chinese.md,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/101,0,0,0,1,0,0,
Fixed Typing error in Section 3.11,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/123,0,0,0,1,0,0,
Changed (b) to (2) and made it easier to read,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/151,0,0,0,1,0,0,
Fix typo in documentingusingswagger.md,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/163,0,0,0,1,0,0,
5.17. Use an LTS release of Node.js,0,Medior,https://github.com/goldbergyoni/nodebestpractices/pull/168,0,0,0,1,0,0,
Remove unrelated quote.,0,Medior,https://github.com/goldbergyoni/nodebestpractices/pull/179,0,0,0,1,0,0,
Used async/await syntax over chaining .then's,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/217,0,0,0,0,0,1,
Replace deprecated Node Security Project with npm audit,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/226,0,0,0,1,0,0,
Dead link in security section updated,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/241,0,0,0,1,0,0,
Added semicolon issues and examples,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/235,0,0,0,1,0,0,
Add log routing best practice,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/272,0,1,0,1,0,0,
Add Brazilian Flag to Translations,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/283,0,0,0,1,0,0,
Typo && Spacing,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/298,0,0,0,1,0,1,
Rename file to correct mistake,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/306,0,0,0,1,0,1,
typo fix at 4.1,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/336,0,0,0,1,0,0,
Update useonlythebuiltinerror.chinese.md,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/367,0,0,0,1,0,1,
Update README.brazilian-portuguese.md ,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/380,0,0,0,1,0,0,
Missing parentheses,0,Medior,https://github.com/goldbergyoni/nodebestpractices/pull/409,1,0,0,0,0,0,
Update breakintcomponents.chinese.md,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/429,0,0,0,1,0,1,
Russian translation. Removed EN fragment,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/448,1,0,0,1,0,0,
Fix translate on comments,0,Experienced,https://github.com/goldbergyoni/nodebestpractices/pull/563,1,0,0,1,0,0,
Update README.russian.md,0,Novice,https://github.com/goldbergyoni/nodebestpractices/pull/604,0,0,0,1,0,1,
chore: initial commit,0,Experienced,https://github.com/ing-bank/lion/commit/7c563b76bf2c688bbb3bc0de4a4ccab1e45c87e9,0,0,1,1,1,0,Organizational.
Split date functions,0,Experienced,https://github.com/ing-bank/lion/pull/11,0,1,0,0,0,1,
chore: release,0,Experienced,https://github.com/ing-bank/lion/commit/d5e2dfe38ebb0729cc06a66088c1b5cb30ce4158,1,0,0,0,0,0,
chore(field): custom fields tutorial,0,Experienced,https://github.com/ing-bank/lion/commit/6a0579cd9153d3fde297e963b0c5fb107b12da42,0,0,0,1,0,0,
hore: refactor to not use deprecated EventMixin,0,Experienced,https://github.com/ing-bank/lion/pull/30,0,0,0,0,0,1,
fix(input-datepicker): prevent button from submitting forms,0,Experienced,https://github.com/ing-bank/lion/pull/60,1,0,0,0,0,0,
fix(core): do not pin lit-html version and allow lit-element patches,0,Experienced,https://github.com/ing-bank/lion/pull/66,1,0,0,0,0,0,
Add throwing an exception for missing namespace,0,Medior,https://github.com/ing-bank/lion/pull/83,0,0,0,0,0,1,
fix: support language fallback for non found locales,0,Experienced,https://github.com/ing-bank/lion/pull/102,0,1,0,0,0,1,
fix(input-amount): support negative numbers,0,Experienced,https://github.com/ing-bank/lion/pull/125,1,0,0,0,0,0,
Update LionIcon to no longer render 'undefined',0,Experienced,https://github.com/ing-bank/lion/pull/116,1,0,0,0,0,0,
"[input] Delegate ""step"" attribute",0,Experienced,https://github.com/ing-bank/lion/pull/180,1,0,0,0,0,0,
Support Chinese language,0,Novice,https://github.com/ing-bank/lion/pull/133,0,0,1,0,0,0,
Calculate max-height based on empty state,1,Experienced,https://github.com/ing-bank/lion/pull/189,0,1,0,0,0,1,
fix(localize): update the way to obtain the group separator for a number,0,Novice,https://github.com/ing-bank/lion/pull/245,0,0,0,0,0,1,
fix(lion-radio-group): handle unchecked state,0,Medior,https://github.com/ing-bank/lion/pull/255,1,0,0,0,0,0,
Update LionIcon to no longer throws when svg is null,1,Medior,https://github.com/ing-bank/lion/pull/276,1,0,0,0,0,1,
fix: Change CN translation for date format validation,0,Novice,https://github.com/ing-bank/lion/pull/290,1,0,0,0,0,0,
fix(calendar): issue 302 part 2 - skipped month,0,Medior,https://github.com/ing-bank/lion/pull/335,1,0,0,0,0,0,
fix: issue #329,1,Experienced,https://github.com/ing-bank/lion/pull/334,1,0,0,0,0,1,
Fix en-US translations in lion-validate,0,Novice,https://github.com/ing-bank/lion/pull/372,0,0,0,1,0,0,
fix(lion-select-rich): keep showing selected item dynamic options bug,1,Experienced,https://github.com/ing-bank/lion/pull/339,1,0,0,0,0,0,
fix(lion-radio-group): wait for registration before setting values,0,Medior,https://github.com/ing-bank/lion/pull/421,0,0,0,0,0,1,
Fix bug in serializeGroup and serializeElements,0,Novice,https://github.com/ing-bank/lion/pull/426,1,0,0,0,0,0,
fix: update broken ajax storybook link,0,Medior,https://github.com/ing-bank/lion/pull/528,1,0,0,0,0,0,
"fix(localize): if locale is set to tr, currency TRY should display TL",0,Novice,https://github.com/ing-bank/lion/pull/538,1,0,0,0,0,1,
fix(field): replace state-disabled/filled css classes with attributes,0,Novice,https://github.com/ing-bank/lion/pull/541,1,0,0,0,0,0,
Release Multiple Contributions,0,Experienced,https://github.com/ing-bank/lion/pull/596,0,0,1,0,0,0,
chore: add TODOs Badge to README,0,Experienced,https://github.com/ing-bank/lion/pull/601,0,0,0,1,0,0,
chore: highlight that yarn is required in readme,0,Medior,https://github.com/ing-bank/lion/pull/584,0,0,0,1,0,0,
chore: init,0,Experienced,https://github.com/leon-ai/leon/commit/ed093bf6541f1f2f45430bcd8d8b1b63b6fda138,0,0,1,0,1,0,Organizational.
Docker image added,0,Experienced,https://github.com/leon-ai/leon/pull/9,0,0,1,0,0,0,
[ImgBot] Optimize images,0,BOT,https://github.com/ghostslayer989/leon/pull/1,0,0,0,0,0,1,
fix: #11 Checker fails with capital letters in url,0,Experienced,https://github.com/leon-ai/leon/pull/20,1,0,0,0,0,0,
README.md : some few typo corrections,0,Medior,https://github.com/leon-ai/leon/pull/39,0,0,0,1,0,0,
fix(web app): enable environment variables,0,Experienced,https://github.com/leon-ai/leon/commit/a438d6f942812f74e3dda75a9875609f8bea21cd,0,1,0,0,0,0,
Remove `apk update` in Dockerfile,0,Experienced,https://github.com/leon-ai/leon/pull/55,0,0,0,0,0,1,
feat: Add speedtest package,0,Experienced,https://github.com/leon-ai/leon/pull/56,0,0,1,0,0,0,
HaveIBeenPwned Module,0,Experienced,https://github.com/leon-ai/leon/pull/80,0,0,1,0,0,0,
Optimize Docker image,0,Experienced,https://github.com/leon-ai/leon/pull/95,0,0,0,0,0,1,
fix(package/leon): Fixes english translations,0,Experienced,https://github.com/leon-ai/leon/pull/110,1,0,0,0,0,0,
Fix a wrong explaining text about running command to create replication controllers.,0,Experienced,https://github.com/kubernetes/kubernetes/pull/1124,0,0,0,1,0,0,
Add initial resources.md for discussion,0,Novice,https://github.com/kubernetes/kubernetes/pull/617,0,0,0,1,0,0,
Bring Azure deploy scripts up to date,0,Medior,https://github.com/kubernetes/kubernetes/pull/2461,0,0,0,0,0,1,Organizational.
"Fix ""kubectl create with no args"" test to verify exit code",0,Medior,https://github.com/kubernetes/kubernetes/pull/4436,1,0,0,0,0,0,
Provide a way to create a multi-minions cluster on local VMs faster than with vagrant.,0,Medior,https://github.com/kubernetes/kubernetes/pull/4498,0,0,1,0,0,0,
Adds support for multiple resources to kubectl,0,Medior,https://github.com/kubernetes/kubernetes/pull/4667,0,1,0,0,0,0,
READY FOR REVIEW - Fix #2741. Add support for alternate Vagrant providers: …,0,Experienced,https://github.com/kubernetes/kubernetes/pull/6983,0,0,1,0,0,0,
Add ability to specify machine type for GKE,0,Experienced,https://github.com/kubernetes/kubernetes/pull/12985,0,1,0,0,0,0,
Add docs for podautoscaler package,0,Experienced,https://github.com/kubernetes/kubernetes/pull/24776,0,0,0,1,0,0,
kubelet/cadvisor: Refactor cadvisor disk stat/usage interfaces.,0,Experienced,https://github.com/kubernetes/kubernetes/pull/25771,0,0,0,0,0,1,
remove DCOS section from README.md,0,Experienced,https://github.com/kubernetes/kubernetes/pull/26716,0,0,0,1,0,0,
Openstack cinder v1/v2/auto API support,0,Experienced,https://github.com/kubernetes/kubernetes/pull/40423,0,0,1,0,0,0,
Remove unpaired '}',0,Experienced,https://github.com/kubernetes/kubernetes/pull/43554,1,0,0,0,0,0,
Fixes juju kubernetes master: 1. Get certs from a dead leader. 2. Append tokens.,0,Experienced,https://github.com/kubernetes/kubernetes/pull/43620,1,0,0,0,0,0,
There is a rule in using go channel: never close a channel in the,0,Medior,https://github.com/kubernetes/kubernetes/pull/45291,1,0,0,0,0,0,
Created unit tests for GCE cloud provider storage interface.,0,Experienced,https://github.com/kubernetes/kubernetes/pull/44884,0,0,0,0,1,0,
kubelet should let cloud-controller-manager set the node addresses,0,Experienced,https://github.com/kubernetes/kubernetes/pull/47152,0,1,0,0,0,1,
Optionally launch build containers inside a specific parent cgroup,0,Experienced,https://github.com/kubernetes/kubernetes/pull/54071,0,1,0,0,0,0,
Ensure new tags are created on existing ELBs,0,Medior,https://github.com/kubernetes/kubernetes/pull/55731,0,1,0,0,0,0,
updates fluentd in fluentd-es-image to fluentd 1.1.0 ,0,Experienced,https://github.com/kubernetes/kubernetes/pull/58525,0,0,0,0,0,1,Organizational.
Make error messages more helpful in some e2e tests ,1,Novice,https://github.com/kubernetes/kubernetes/pull/71922,0,0,0,0,1,0,
Adjust node_exporter CPU params,0,Experienced,https://github.com/kubernetes/kubernetes/pull/72452,0,0,0,0,1,1,Scoped to e2e tests only.
Fix some typos in comment,0,Medior,https://github.com/kubernetes/kubernetes/pull/73634,0,0,0,1,0,0,
Fix label on UpdateContainerResources operation,0,Experienced,https://github.com/kubernetes/kubernetes/pull/75278,0,0,0,0,0,1,
runtimeclass: update type description to beta,0,Experienced,https://github.com/kubernetes/kubernetes/pull/76972,1,0,0,0,0,0,
Use ExpectEqual in e2e/auth,0,Medior,https://github.com/kubernetes/kubernetes/pull/79762,0,0,0,0,1,1,
don't delete KUBE-MARK-MASQ chain in iptables/ipvs proxier,0,Experienced,https://github.com/kubernetes/kubernetes/pull/80514,1,0,0,0,0,0,
Fix broken link to api-conventions doc. ,0,Experienced,https://github.com/kubernetes/kubernetes/pull/81770,0,0,0,1,0,0,
Fix error-string-capitalization in clientset generator. ,0,Experienced,https://github.com/kubernetes/kubernetes/pull/87138,0,0,0,0,0,1,
Fix Golint errors in pkg/registry/core/pod,1,Experienced,https://github.com/kubernetes/kubernetes/pull/87885,0,0,0,0,0,1,
generalization to ndim for predict_proba and predict_classes,0,Novice,https://github.com/keras-team/keras/pull/32,0,1,0,0,0,0,
change sample_weight doc,0,Novice,https://github.com/keras-team/keras/pull/745,0,0,0,1,0,0,
Updated doc with the missing arguments in Graph,0,Medior,https://github.com/keras-team/keras/pull/1228,0,0,0,1,0,0,
add support for validation generators in fit_generator and evaluate_generator,0,Medior,https://github.com/keras-team/keras/pull/1778,0,1,0,0,0,0,
"by allowing soft placement into keras, we can run whole keras model u…",0,Experienced,https://github.com/keras-team/keras/pull/1918,0,0,0,0,0,1,
Avoid double key lookup on callback.py,0,Experienced,https://github.com/keras-team/keras/pull/3018,1,0,0,0,0,1,
Fix VAE example,0,Experienced,https://github.com/keras-team/keras/pull/3220,0,1,0,0,0,1,
Bugfix to CIFAR pickle reading code in Python 3,0,Experienced,https://github.com/keras-team/keras/pull/4319,1,0,0,0,0,0,
Missing parentheses in activations.md,0,Experienced,https://github.com/keras-team/keras/pull/5735,1,0,0,1,0,0,
Fix `deconv_length` inference for `padding='same'` in conv_utils,0,Experienced,https://github.com/keras-team/keras/pull/5796,1,0,0,0,0,0,
Fix IndexError in scikit_learn wrapper (#5941),0,Experienced,https://github.com/keras-team/keras/pull/5944,1,0,0,0,0,0,
Fix indent size of docstring's line,0,Medior,https://github.com/keras-team/keras/pull/6440,0,0,0,0,0,1,
Added batch histogram computation,0,Novice,https://github.com/keras-team/keras/pull/6065,0,0,1,0,0,0,
Add CNTK backend.,0,Experienced,https://github.com/keras-team/keras/commit/75d9415c82b3bbba82095b11ac6c313b40de6066,0,0,1,0,0,0,
More descriptive message when user specifies non-existing metric for early stopping,0,Experienced,https://github.com/keras-team/keras/pull/6954,0,1,0,0,0,0,
Update README.md,0,Experienced,https://github.com/keras-team/keras/pull/7163,0,0,0,1,0,0,
Add seed parameter for image augmentation method. ,0,Experienced,https://github.com/keras-team/keras/pull/7239,0,1,0,0,0,0,
Passed the scheduling argument through the `*_generator` function.,0,Experienced,https://github.com/keras-team/keras/pull/7236,0,0,0,0,0,1,
Add missing import,0,Medior,https://github.com/keras-team/keras/pull/7649,1,0,0,0,0,0,
Fix PEP8,0,Experienced,https://github.com/keras-team/keras/pull/7731,1,0,0,0,0,0,
Update documentation on decoder sequence indexing. ,0,Experienced,https://github.com/keras-team/keras/pull/8187,0,0,0,1,0,0,
fixed RemoteMonitor: Json to handle np.float32 and np.int32 types,0,Medior,https://github.com/keras-team/keras/pull/9261,1,1,0,0,0,0,
Fix Typo in TimeSeriesGenerator DocString,0,Experienced,https://github.com/keras-team/keras/pull/9792,0,0,0,1,0,0,
Mobilenetv2 explanation,0,Novice,https://github.com/keras-team/keras/pull/10174,0,0,0,1,0,0,
Fix typo in writing-your-own-keras-layers.md,0,Novice,https://github.com/keras-team/keras/pull/11325,0,0,0,1,0,0,
[P] [RELNOTES] Add ability to visualize wrapped models with plot_model function,0,Experienced,https://github.com/keras-team/keras/pull/11431,0,0,1,0,0,0,
"Class activation maps using resnet50, inception-resnet-v2, and nasnet model",0,Experienced,https://github.com/keras-team/keras/pull/11820,0,0,1,0,0,0,
"Update the shape of ""y_train"" and ""y_test"" in the document for CIFAR datasets",0,Novice,https://github.com/keras-team/keras/pull/12669,0,0,0,1,0,0,
fix #13341 math_ops to K,0,Experienced,https://github.com/keras-team/keras/pull/13342,1,0,0,0,0,0,
fix: `recurrent_activation` parameter's docstring,0,Experienced,https://github.com/keras-team/keras/pull/13401,0,0,0,1,0,0,
Add node-gyp dependency to instructions,0,Medior,https://github.com/laurent22/joplin/pull/57,0,0,0,1,0,0,
Fix #119,0,Medior,https://github.com/laurent22/joplin/pull/120,1,0,0,0,0,0,
Update README with Importing from Standard Notes,0,Experienced,https://github.com/laurent22/joplin/pull/128,0,0,0,1,0,0,
Update de_DE.po,0,Experienced,https://github.com/laurent22/joplin/pull/492,0,1,0,0,0,0,
Add text sharing on android,0,Experienced,https://github.com/laurent22/joplin/pull/689,0,1,0,0,0,0,
Add Swedish translation,0,Medior,https://github.com/laurent22/joplin/pull/746,0,0,1,0,0,0,
Fix ubuntu install script,0,Medior,https://github.com/laurent22/joplin/pull/811,1,0,0,0,0,0,
German language file,0,Experienced,https://github.com/laurent22/joplin/pull/854,1,0,0,1,0,0,
Update ru_RU translation,0,Medior,https://github.com/laurent22/joplin/pull/1098,0,1,0,1,0,0,
Fixed and updated translation to Russian language,0,Novice,https://github.com/laurent22/joplin/pull/1175,1,0,0,1,0,0,
Clipper: Feature added for storing urls,0,Experienced,https://github.com/laurent22/joplin/pull/1173,0,0,1,0,0,0,
Desktop: Fix alt key using,0,Experienced,https://github.com/laurent22/joplin/pull/1216,1,0,0,0,0,0,
Desktop: update jp translation,0,Experienced,https://github.com/laurent22/joplin/pull/1318,0,0,1,0,0,0,
[init] the first version of the fa.po file,0,Medior,https://github.com/laurent22/joplin/pull/1539,0,0,1,0,0,0,
CLI: Add docs to clarify how to test,0,Experienced,https://github.com/laurent22/joplin/pull/1775,0,0,0,1,0,0,
Update ja_JP.po,0,Experienced,https://github.com/laurent22/joplin/pull/1776,0,0,1,0,0,0,
Translation: Translation Update pt_BR,0,Experienced,https://github.com/laurent22/joplin/pull/1809,1,0,0,0,0,1,
Update zh_CN.po Chinese translation,0,Medior,https://github.com/laurent22/joplin/pull/1871,0,1,0,0,0,0,
Update Italian translation,0,Medior,https://github.com/laurent22/joplin/pull/1925,0,1,0,0,0,0,
Mobile: Added Front Camera toggle when taking a picture with Joplin Camera,0,Experienced,https://github.com/laurent22/joplin/pull/1913,0,0,1,0,0,0,
Desktop: Add menu item to toggle note list #1988,1,Experienced,https://github.com/laurent22/joplin/pull/1991,0,1,0,0,0,0,
Desktop: Optional open dev tools in Developer Mode,0,Novice,https://github.com/laurent22/joplin/pull/2083,0,1,0,0,0,0,
GsoC first public draft of documentation,0,Medior,https://github.com/laurent22/joplin/pull/2092,0,0,0,1,0,0,
CLI: Update CliClient Node dependency to 10+,0,Experienced,https://github.com/laurent22/joplin/pull/2177,0,0,0,0,0,1,Organizational.
Desktop: Add external editor actions to the note context menu.,0,Novice,https://github.com/laurent22/joplin/pull/2214,0,1,0,0,0,0,
Translation: completed Turkish translation and fixed minor errors,0,Novice,https://github.com/laurent22/joplin/pull/2295,1,0,0,1,0,0,
Reset created and updated times for a duplicate Note,0,Experienced,https://github.com/laurent22/joplin/pull/2428,0,0,0,0,0,1,
Desktop: fixes long lines warpped,1,Experienced,https://github.com/laurent22/joplin/pull/2447,1,0,0,0,0,0,
Desktop: Fix `.desktop` file & force refresh,0,Experienced,https://github.com/laurent22/joplin/pull/2479,1,0,0,0,0,0,
Mobile: Adding Oled dark theme,0,Medior,https://github.com/laurent22/joplin/pull/2368,0,0,1,0,0,0,
Fix double delete on std::bad_alloc exception,0,Medior,https://github.com/nlohmann/json/pull/14,1,0,0,0,0,0,
support enum,0,Experienced,https://github.com/nlohmann/json/pull/71,0,1,0,0,0,0,
Out of tree builds and a few other miscellaneous CMake cleanups.,0,Experienced,https://github.com/nlohmann/json/pull/242,0,1,0,0,0,0,
fixed a tiny typo,0,Medior,https://github.com/nlohmann/json/pull/271,0,0,0,1,0,0,
Update hexify to use array lookup instead of ternary (#270) ,0,Medior,https://github.com/nlohmann/json/pull/275,0,0,0,0,0,1,
unit-constructor1.cpp: Fix floating point truncation warning,0,Experienced,https://github.com/nlohmann/json/pull/300,0,0,0,0,0,1,
Fix usage examples' comments for std::multiset,0,Experienced,https://github.com/nlohmann/json/pull/321,0,0,0,1,0,0,
Add Doozer build badge,0,Experienced,https://github.com/nlohmann/json/pull/400,0,0,0,1,0,0,
Speedup CI builds using cotire,0,Experienced,https://github.com/nlohmann/json/pull/461,0,1,0,0,0,0,
Make exception base class visible in basic_json,0,Medior,https://github.com/nlohmann/json/pull/526,0,1,0,0,0,0,
Fix typo,0,Experienced,https://github.com/nlohmann/json/pull/530,0,0,0,1,0,0,
Properly pop diagnostics,0,Experienced,https://github.com/nlohmann/json/pull/540,1,0,0,0,0,0,
add ensure_ascii parameter to dump. #330,0,Medior,https://github.com/nlohmann/json/pull/654,0,1,0,0,0,0,
massage -> message,0,Experienced,https://github.com/nlohmann/json/pull/678,0,0,0,1,0,0,
Digraph warning,0,Medior,https://github.com/nlohmann/json/pull/679,1,0,0,0,0,0,
Fix warning C4706 on Visual Studio 2017,0,Experienced,https://github.com/nlohmann/json/pull/785,1,0,0,0,0,0,
"Error : 'identifier ""size_t"" is undefined' in linux",0,Medior,https://github.com/nlohmann/json/pull/793,1,0,0,0,0,0,
Typos README,0,Medior,https://github.com/nlohmann/json/pull/811,0,0,0,1,0,0,
Added public target_compile_features for auto and constexpr,0,Experienced,https://github.com/nlohmann/json/pull/1026,0,1,0,0,0,1,
fix typo in README,0,Medior,https://github.com/nlohmann/json/pull/1078,0,0,0,1,0,0,
Add BSON support,0,Experienced,https://github.com/nlohmann/json/pull/1320,0,0,1,0,0,0,
Thirdparty benchmark: Fix Clang detection.,0,Experienced,https://github.com/nlohmann/json/pull/1277,1,0,0,0,0,0,
Added Support for Structured Bindings ,0,Experienced,https://github.com/nlohmann/json/pull/1391,0,0,1,0,0,0,
moved from Catch to doctest for unit tests,0,Experienced,https://github.com/nlohmann/json/pull/1439,0,0,0,0,1,0,
fix GCC 7.1.1 - 7.2.1 on CentOS,0,Experienced,https://github.com/nlohmann/json/pull/1496,1,0,0,0,0,1,
Allow items() to be used with custom string,0,Experienced,https://github.com/nlohmann/json/pull/1765,0,1,0,0,0,0,
did you mean 'serialization'?,0,Experienced,https://github.com/nlohmann/json/pull/1767,0,0,0,1,0,0,
Fix some spelling errors - mostly in comments & documentation.,0,Experienced,https://github.com/nlohmann/json/pull/1803,0,0,0,1,0,0,
Update tests that generate CMake projects to use main project's C++ compiler,0,Medior,https://github.com/nlohmann/json/pull/1844,0,0,0,0,1,1,
Adds instruction for using Build2's package manager,0,Experienced,https://github.com/nlohmann/json/pull/1909,0,0,0,1,0,0,
Update the access log manager to look more like the metric and quota …,0,Experienced,https://github.com/istio/istio/commit/59fba81badbd0f331ce3bb188da47f8610232770,0,0,0,0,0,1,
Expose copyBag function. (#414),0,Experienced,https://github.com/istio/istio/commit/8acb72fb7e1b1504ae2eee79dfe74130fe8029db,0,0,0,0,0,1,
"Fetch, save, and upload cluster trace logs from multiple services (#440)",0,Experienced,https://github.com/istio/istio/commit/7c2d68a40de32ffe588078bd606a5c7e5b897f40,0,0,1,0,0,0,
Add Makefile (#938),0,Experienced,https://github.com/istio/istio/commit/788c7aa34ed9da45216d0a87b3ee2079f8a6ab98,0,0,1,0,0,0,Organizational.
Create issue_template.md,0,Experienced,https://github.com/istio/istio/commit/353782d8f90fb563ba25360236530544faff6d89,0,0,0,1,0,0,Organizational.
Add newer version of service control adapter (#1141),0,Experienced,https://github.com/istio/istio/commit/f5580a3eec387b5a3b715a265de6fed174f9e715,0,0,1,0,0,0,
Per-service auth enablement via service annotation (#1443),0,Experienced,https://github.com/istio/istio/commit/655e20414058e29ce2ee24bb86bace84674d3b3e,0,1,0,0,0,0,
fix for dev guide. ,0,Medior,https://github.com/istio/istio/pull/1593,0,0,0,1,0,0,
Fixed Istio-security linter errors,0,Medior,https://github.com/istio/istio/pull/1787,0,0,0,0,1,1,
removed omitempty from Route TimeoutMS,0,Experienced,https://github.com/istio/istio/pull/1748,1,0,0,0,0,1,
Expose concurrency flag of envoy,0,Medior,https://github.com/istio/istio/pull/3065,0,0,0,0,0,1,
Add loadBalancerIP to istio-ingress service in Helm chart,0,Experienced,https://github.com/istio/istio/pull/4955,0,1,0,0,0,0,
Make metrics command ready for web scale.,0,Experienced,https://github.com/istio/istio/pull/5289,0,1,0,0,0,0,
Stackdriver tracespan support,0,Experienced,https://github.com/istio/istio/pull/5938,0,0,1,0,0,0,
Make the error message when Istio is checked out into the wrong place less confusing,0,Medior,https://github.com/istio/istio/pull/6897,0,0,0,1,0,1,
update for 1.0.0 path,0,Experienced,https://github.com/istio/istio/pull/7088,0,0,0,0,0,1,Organizational.
Remove duplicated nodeagent in chart requirements.yaml,0,Experienced,https://github.com/istio/istio/pull/9422,0,0,0,0,0,1,
Istio install script: manually set version when api call to get latest fails,0,Experienced,https://github.com/istio/istio/pull/10559,0,1,0,0,0,0,
Fix node selector value comment,0,Medior,https://github.com/istio/istio/pull/10980,0,0,0,1,0,0,
add request for memory so mem based hpa also works ,0,Experienced,https://github.com/istio/istio/pull/10755,0,0,1,0,0,0,
