Issue,URL,Associated PR,Taken by New Developer? (0/1),Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
[button] executes regexp on each render,https://github.com/ing-bank/lion/issues/546,https://github.com/ing-bank/lion/pull/550,1,1,0,0,0,0,1,
[storybook] Font usage not aligned,https://github.com/ing-bank/lion/issues/524,N.A,0,1,0,0,0,0,0,
[localize] formatNumber for en-AU is broken with currency sign,https://github.com/ing-bank/lion/issues/432,https://github.com/ing-bank/lion/pull/619,1,1,0,0,0,0,0,
[lion-calendar] Prevent default behavior on keyboard interaction,https://github.com/ing-bank/lion/issues/423,https://github.com/ing-bank/lion/pull/440,0,1,0,0,0,0,0,
[LionTextarea] dose not support readonly attribute,https://github.com/ing-bank/lion/issues/333,https://github.com/ing-bank/lion/pull/348,0,1,0,0,0,0,0,
lion/validators.js isNumberValidator dose not use factoryParams,https://github.com/ing-bank/lion/issues/329,https://github.com/ing-bank/lion/pull/334,1,1,0,0,0,0,0,
[storybook] Enable A11Y addon,https://github.com/ing-bank/lion/issues/298,https://github.com/ing-bank/lion/pull/289,0,0,0,1,0,0,0,
[localize] date formatting forced,https://github.com/ing-bank/lion/issues/296,https://github.com/ing-bank/lion/pull/321,1,1,0,0,0,1,0,"Offloaded to another pull request, took that PR's data."
Listener 'all-forms-open-for-registration' is never removed,https://github.com/ing-bank/lion/issues/283,https://github.com/ing-bank/lion/pull/349,0,0,0,0,0,0,1,
[select-rich] Shows incorrect option as selected when new option is added,https://github.com/ing-bank/lion/issues/265,https://github.com/ing-bank/lion/pull/339,1,1,0,0,0,0,0,
[field] Feedback slots lack aria-live,https://github.com/ing-bank/lion/issues/190,https://github.com/ing-bank/lion/pull/301,0,0,1,0,0,0,0,
[icon] throws when svg is null,https://github.com/ing-bank/lion/issues/185,https://github.com/ing-bank/lion/pull/276,1,1,0,0,0,0,0,
[textarea] max-rows allows more rows than it should,https://github.com/ing-bank/lion/issues/184,https://github.com/ing-bank/lion/pull/189,1,0,1,0,0,0,1,
[input-email]/[input-iban] Demo's lack labels,https://github.com/ing-bank/lion/issues/169,https://github.com/ing-bank/lion/pull/299,0,0,1,0,0,0,0,
add Typescript definitions,https://github.com/ing-bank/lion/issues/82,N.A,0,0,0,1,0,0,0,Deemed as not interesting based on votes.
[core] export unsafeCSS from lit-element,https://github.com/ing-bank/lion/issues/6,https://github.com/ing-bank/lion/pull/8,0,0,0,0,0,0,1,
Add a tutorial to install on a Raspberry Pi,https://github.com/leon-ai/leon/issues/37,https://github.com/leon-ai/docs.getleon.ai/pull/6,1,0,0,0,1,0,0,
Time module,https://github.com/leon-ai/leon/issues/30,https://github.com/leon-ai/leon/pull/53,1,0,0,1,0,0,0,PR is related to a currently outdated build.
Hardware / Scaling requirements,https://github.com/leon-ai/leon/issues/28,https://github.com/leon-ai/docs.getleon.ai/pull/6,1,0,0,0,1,0,0,
improve the Isitdown module,https://github.com/leon-ai/leon/issues/25,N.A,0,0,1,0,0,0,0,"Still active, but seems to become stale."
german language support,https://github.com/leon-ai/leon/issues/8,N.A,0,0,0,1,0,0,0,"Translation, not done."
Scheduler cache.GetNodeInfo should return IsNotFound error if applicable,https://github.com/kubernetes/kubernetes/issues/83458,https://github.com/kubernetes/kubernetes/pull/83983,1,1,0,0,0,0,0,
[framework] a consistent interface for plugin extended functionality,https://github.com/kubernetes/kubernetes/issues/83244,https://github.com/kubernetes/kubernetes/pull/83365,0,0,0,1,0,0,0,
Many links in API documentation broken,https://github.com/kubernetes/kubernetes/issues/81526,https://github.com/pulumi/pulumi-kubernetes/pull/767,0,0,0,0,1,0,0,Organizational.
Port parsing can overflow (TOB-K8S-015: Overflows when using strconv.Atoi and downcasting the result),https://github.com/kubernetes/kubernetes/issues/81121,https://github.com/kubernetes/utils/pull/107,0,0,0,1,0,0,0,"Multiple PRs, took first one for data."
Remove panic in staging/src/k8s.io/apiserver/pkg/storage/etcd3/store.go,https://github.com/kubernetes/kubernetes/issues/79835,https://github.com/kubernetes/kubernetes/pull/79847,1,0,0,0,0,0,1,
Support UDP with AWS NLB,https://github.com/kubernetes/kubernetes/issues/79523,https://github.com/kubernetes/kubernetes/pull/80394,1,1,0,0,0,0,0,"Multiple PRs, took first one for data."
test/soak/cauldron uses Docker Hub to push/pull image ,https://github.com/kubernetes/kubernetes/issues/77273,https://github.com/kubernetes/kubernetes/pull/77335,0,0,0,0,0,1,1,
Remove dependency on ghodss/yaml,https://github.com/kubernetes/kubernetes/issues/77024,https://github.com/etcd-io/etcd/pull/10687,1,0,0,0,0,0,1,"Related to external dependency, took that PR data."
Remove make-symlink parameter in hyperkube in 1.16,https://github.com/kubernetes/kubernetes/issues/75491,https://github.com/kubernetes/kubernetes/pull/80017,1,0,0,0,0,0,1,
1000s of warnings: FindExpandablePluginBySpec err:no volume plugin matched,https://github.com/kubernetes/kubernetes/issues/73882,https://github.com/kubernetes/kubernetes/pull/73901,0,1,0,0,0,0,0,
Creating selectors is expensive in EndpointsController,https://github.com/kubernetes/kubernetes/issues/73527,https://github.com/kubernetes/kubernetes/pull/84280,0,1,0,1,0,0,0,
kube-proxy: ipv4/ipv6 mix crashes: KUBE-MARK-DROP':No such file or directory,https://github.com/kubernetes/kubernetes/issues/73360,https://github.com/kubernetes/kubernetes/pull/76555,0,0,0,0,0,0,1,
Need NodePort test for mixed-OS clusters,https://github.com/kubernetes/kubernetes/issues/73327,https://github.com/kubernetes/kubernetes/pull/74938,1,0,0,0,0,1,0,
Update docs to indicate that API values of []byte are always base64-encoded,https://github.com/kubernetes/kubernetes/issues/72158,https://github.com/kubernetes/kubernetes/pull/72298,1,0,0,0,1,0,0,
[scheduler cleanup phase 2]: Move compatibility_test.go to `pkg/scheduler/api`,https://github.com/kubernetes/kubernetes/issues/71867,https://github.com/kubernetes/kubernetes/pull/72014,1,0,0,0,0,0,1,Organizational.
Update golang.org/x/net/http2 vendored files,https://github.com/kubernetes/kubernetes/issues/71016,https://github.com/kubernetes/kubernetes/pull/75289,0,0,0,0,1,0,1,Dependency.
Add volume test cases for Windows,https://github.com/kubernetes/kubernetes/issues/69904,https://github.com/kubernetes/kubernetes/pull/74085,0,0,0,0,0,1,0,
Failure cause is difficult to determine on test-integration,https://github.com/kubernetes/kubernetes/issues/69106,https://github.com/kubernetes/kubernetes/pull/70619,1,0,0,1,0,1,1,
Use http.Error() instead of writing responses directly,https://github.com/kubernetes/kubernetes/issues/69011,https://github.com/kubernetes/kubernetes/pull/69013,0,0,1,0,0,0,1,
[scheduler cleanup phase 1]: Simplify kube-scheduler’s server.go `run`,https://github.com/kubernetes/kubernetes/issues/68964,https://github.com/kubernetes/kubernetes/pull/69037,0,0,0,0,0,0,1,
API docs for job status should clearly explain what fields indicate success or failure,https://github.com/kubernetes/kubernetes/issues/68712,https://github.com/kubernetes/kubernetes/pull/87919,0,0,0,0,1,0,0,
JSON Patch: Don't allow negative indices,https://github.com/kubernetes/kubernetes/issues/68578,https://github.com/kubernetes/kubernetes/pull/73553,0,0,0,0,0,0,1,
HPA metrics client assumes all resources are namespaced,https://github.com/kubernetes/kubernetes/issues/67777,https://github.com/kubernetes/kubernetes/pull/74758,0,0,1,0,0,0,0,
kube-proxy: node-port ipv6 port open on v4 cluster ,https://github.com/kubernetes/kubernetes/issues/66766,https://github.com/kubernetes/kubernetes/pull/87699,1,1,0,0,0,0,0,
Manifests in test/e2e/testing-manifests/ingress related to GCE should be in a separate folder.,https://github.com/kubernetes/kubernetes/issues/58640,https://github.com/kubernetes/kubernetes/pull/58412,0,0,0,0,0,1,0,
"Literal ""$Format"" in API server logs",https://github.com/kubernetes/kubernetes/issues/55219,N.A,0,1,0,0,0,0,0,Marked as stale/inactive.
Log version/build info as the first line of every glog log from every binary,https://github.com/kubernetes/kubernetes/issues/27744,https://github.com/kubernetes/kubernetes/pull/28374,0,0,0,1,0,0,0,"Multiple PRs, took first one for data."
Cleanup: Audit log and error capitalization,https://github.com/kubernetes/kubernetes/issues/15863,https://github.com/kubernetes-incubator/external-storage/pull/695,0,0,0,1,0,0,0,"Related to external dependency, took that PR data."
Capture spew.Sprintf() with all our favorite config into a util func,https://github.com/kubernetes/kubernetes/issues/8976,https://github.com/kubernetes/kubernetes/pull/55383,1,0,0,0,0,0,1,"Multiple PRs, took first one for data."
"Refactor ""create object, launch goroutines"" logic all over",https://github.com/kubernetes/kubernetes/issues/7923,https://github.com/kubernetes/kubernetes/pull/73600,0,0,0,0,0,0,1,"Multiple PRs, took first one for data."
Convert the docstrings of examples in `examples/*` to use Markdown formatting,https://github.com/keras-team/keras/issues/12219,https://github.com/keras-team/keras/pull/12221,1,0,1,0,0,0,0,"Multiple PRs, took first one for data."
decoder summary has a output shape as multiple. What does it mean,https://github.com/keras-team/keras/issues/12213,https://github.com/keras-team/keras/pull/12239,1,0,0,0,1,0,0,
TypeError: object of type 'ImageDataGenerator' has no len(),https://github.com/keras-team/keras/issues/12188,N.A,0,1,0,0,0,0,0,"User error, intended and won't be fixed."
Implement K.arange for the cntk backend.,https://github.com/keras-team/keras/issues/12164,https://github.com/keras-team/keras/pull/12076,0,0,0,0,0,0,1,
Cleaned the namespace of keras.backend.,https://github.com/keras-team/keras/pull/12076,https://github.com/keras-team/keras/pull/12084,0,0,0,0,0,0,1,
implement K.cumsum and K.cumprod for the cntk backend.,https://github.com/keras-team/keras/issues/12163,https://github.com/keras-team/keras/pull/12076,0,0,0,0,0,0,1,
Implement K.update_sub() for the cntk backend.,https://github.com/keras-team/keras/issues/12162,https://github.com/keras-team/keras/pull/12076,0,0,0,0,0,0,1,
Implement K.reset_uids() for the cntk backend. ,https://github.com/keras-team/keras/issues/12161,https://github.com/keras-team/keras/pull/12076,0,0,0,0,0,0,1,
__getitem__ gets called too many times,https://github.com/keras-team/keras/issues/12082,N.A,0,0,0,0,0,0,1,"In progress, not finished yet."
Where can I find topics of reuters dataset,https://github.com/keras-team/keras/issues/12072,N.A,0,0,0,0,1,0,0,"Organizational inquiry, not software related."
Callback warning error,https://github.com/keras-team/keras/issues/12069,https://github.com/keras-team/keras/pull/12098,1,1,0,0,0,0,0,
Keras fails silently if the name of the output is not correct when using metrics.,https://github.com/keras-team/keras/issues/12068,https://github.com/keras-team/keras/pull/12071,0,0,1,0,0,0,0,
"""rgb"" misspelled as ""rbg"" in Keras documentation for flow_from_directory()",https://github.com/keras-team/keras/issues/11952,N.A,0,0,0,0,1,0,0,"Fixed without PR, direct push to master?"
The link to deconv paper is broken in Conv2DTranspose comments ,https://github.com/keras-team/keras/issues/11943,https://github.com/keras-team/keras/pull/11947,1,0,0,0,1,0,0,
Confused information on keras fit_generator() steps_per_epoch/validation_steps parameters documentation,https://github.com/keras-team/keras/issues/11877,https://github.com/keras-team/keras/pull/12153,0,0,0,0,1,0,0,
"Feature Request : Add Precision, Recall and F1 Score as Stateful Metrics ",https://github.com/keras-team/keras/issues/11846,https://github.com/keras-team/keras/pull/11851,0,0,1,0,0,0,0,"PR created, but rejected due to external dependencies."
Using flow_from_dataframe with predict_generator produces wrong ordering of filenames,https://github.com/keras-team/keras/issues/11841,https://github.com/keras-team/keras/pull/12035,0,0,0,0,1,0,0,
Fix the formatting of flow_from_dataframe in the docs.,https://github.com/keras-team/keras/issues/11623,https://github.com/keras-team/keras-preprocessing/pull/91,1,0,0,0,1,0,0,
Keras 2.0 release notes is misleading,https://github.com/keras-team/keras/issues/11517,N.A,0,0,0,0,1,0,0,"Takes place off-Github, still being done."
Making lines shorter in five different files.,https://github.com/keras-team/keras/issues/11383,https://github.com/keras-team/keras/pull/11391,1,0,0,0,0,0,1,
Fixing the rendering of the Constraints section in the docs.,https://github.com/keras-team/keras/issues/11382,https://github.com/keras-team/keras/pull/11456,1,0,1,0,0,0,1,
References in the documentation are sometimes badly rendered.,https://github.com/keras-team/keras/issues/11375,https://github.com/keras-team/keras/pull/11380,1,0,0,0,1,0,0,
"Keras issues, correcting typo.",https://github.com/keras-team/keras/issues/11366,https://github.com/keras-team/keras/pull/11369,1,0,0,0,1,0,0,
Keras documentation of multi_gpu_model: example 2 can be misleading,https://github.com/keras-team/keras/issues/11307,https://github.com/keras-team/keras/pull/11310,0,0,0,0,1,0,0,
Keras documentation: multi_gpu_model examples do not show properly on the home page keras.io,https://github.com/keras-team/keras/issues/11306,https://github.com/keras-team/keras/pull/11310,0,0,0,0,1,0,0,
Documentation doesn't explain how to make a lamda layer with multiple inputs/outputs,https://github.com/keras-team/keras/issues/11020,https://github.com/keras-team/keras/pull/11529,1,0,0,0,1,0,0,
CuDNNLSTM and activations,https://github.com/keras-team/keras/issues/8510,N.A,0,0,0,0,1,0,0,"Organizational discussion, still ongoing."
Add support for Rule of Hooks plugin,https://github.com/laurent22/joplin/issues/2579,https://github.com/laurent22/joplin/pull/2585,0,0,1,0,0,0,0,
Check and fix window dimensions and position when the application start,https://github.com/laurent22/joplin/issues/2476,https://github.com/laurent22/joplin/pull/2514,1,1,0,0,0,0,0,"Multiple associated PRs, took first one."
find a good geolocation service (https),https://github.com/laurent22/joplin/issues/2469,https://github.com/laurent22/joplin/pull/2503,0,0,0,0,0,0,1,
edit menu items and shortcuts not disabled in preview mode ,https://github.com/laurent22/joplin/issues/2467,https://github.com/laurent22/joplin/pull/2576,0,1,0,0,0,0,0,
"Add a ""Copy code"" button on code blocks",https://github.com/laurent22/joplin/issues/2383,N.A,0,0,0,1,0,0,0,Being worked on.
Right-click to assign a note to a notebook,https://github.com/laurent22/joplin/issues/2296,https://github.com/laurent22/joplin/pull/2566,1,0,1,0,0,0,0,
Add a scrollbar in note editor and viewer,https://github.com/laurent22/joplin/issues/2286,https://github.com/laurent22/joplin/pull/2594,0,0,1,0,0,0,0,
english not move next column,https://github.com/laurent22/joplin/issues/2170,https://github.com/laurent22/joplin/pull/2447,0,1,0,0,0,0,0,
[Feature Request] Configurable layout for terminal joplin,https://github.com/laurent22/joplin/issues/2110,https://github.com/laurent22/joplin/pull/2613,0,0,1,0,0,0,0,Closed due to contributor staleness.
Alarm dates not visible,https://github.com/laurent22/joplin/issues/2098,N.A,0,1,0,0,0,0,0,Ongoing.
Add warning in log if a large resource is about to be uploaded,https://github.com/laurent22/joplin/issues/2097,https://github.com/laurent22/joplin/pull/2102,1,0,1,0,0,0,0,
"Parenthesis in title change to underscores when using ""Copy Markdown Link""",https://github.com/laurent22/joplin/issues/2085,https://github.com/laurent22/joplin/pull/2456,0,1,0,0,0,0,0,
Allow setting ratio on camera component,https://github.com/laurent22/joplin/issues/1998,N.A,0,0,1,0,0,0,0,"Duplicate issue, closed."
Add command to list all the tags of a note,https://github.com/laurent22/joplin/issues/1974,https://github.com/laurent22/joplin/pull/2003,1,0,0,1,0,0,0,
Add a Nord theme,https://github.com/laurent22/joplin/issues/1903,https://github.com/laurent22/joplin/pull/2004,0,0,0,1,0,0,0,
Allow selecting what views should be available from the Layout button,https://github.com/laurent22/joplin/issues/1900,https://github.com/laurent22/joplin/pull/2028,0,0,1,0,0,0,0,
Hide editing toolbar buttons when text editor is hidden,https://github.com/laurent22/joplin/issues/1896,https://github.com/laurent22/joplin/pull/1940,0,0,0,0,0,0,1,
Upgrade styles in the import screen,https://github.com/laurent22/joplin/issues/1862,https://github.com/laurent22/joplin/pull/1888,0,0,1,0,0,0,0,
Add a password verification field when enabling E2EE,https://github.com/laurent22/joplin/issues/1656,https://github.com/laurent22/joplin/pull/1937,0,0,1,0,0,0,0,"Multiple associated PRs, took first one."
Beautify Joplin,https://github.com/laurent22/joplin/issues/1396,N.A,0,0,1,0,0,0,1,Closed due to lack of focus.
GNU/Linux Desktop Changelog Dialog Too Long ,https://github.com/laurent22/joplin/issues/1222,https://github.com/laurent22/joplin/pull/1967,1,0,0,0,0,0,1,
Select and convert multiple lines to list items,https://github.com/laurent22/joplin/issues/1014,https://github.com/laurent22/joplin/pull/2408,0,0,0,1,0,0,0,
Increase the font size for note titles in the note view/edit pane,https://github.com/laurent22/joplin/issues/915,https://github.com/laurent22/joplin/pull/2311,0,0,0,0,0,0,1,
FR: Add Subnotebook menu item,https://github.com/laurent22/joplin/issues/898,https://github.com/laurent22/joplin/pull/1984,0,0,0,1,0,0,0,"Duplicate issue, took duplicate associated PR."
[feature request] duplicate note,https://github.com/laurent22/joplin/issues/545,https://github.com/laurent22/joplin/pull/1969,1,0,0,1,0,0,0,
Export Human-readable Filenames and Folders,https://github.com/laurent22/joplin/issues/316,N.A,0,0,0,1,0,0,0,"Claims it was implemented, but no PR/Commit given or referenced."
[Feature Request] Show version on mobile apps,https://github.com/laurent22/joplin/issues/233,https://github.com/laurent22/joplin/pull/930,0,0,0,1,0,0,0,
Theme support for desktop apps,https://github.com/laurent22/joplin/issues/93,https://github.com/laurent22/joplin/pull/921,0,0,0,1,0,0,0,
Terminal - Keyboard navigation improvements,https://github.com/laurent22/joplin/issues/63,https://github.com/laurent22/joplin/commit/e4d477fb4c544e99b37c0dc82955f64f58d08854,0,0,0,1,0,0,0,
Add support for maths input,https://github.com/laurent22/joplin/issues/11,N.A,0,0,0,1,0,0,0,Closed without reference.
Always compile tests with all warnings enabled and error out on warnings,https://github.com/nlohmann/json/issues/1798,https://github.com/nlohmann/json/pull/1804,1,0,0,0,0,0,1,"Multiple rejected PRs, took first one. PR marked as stale."
json_pointer<>::back() should be const,https://github.com/nlohmann/json/issues/1764,https://github.com/nlohmann/json/pull/1769,1,0,1,0,0,0,1,
Fixes Cppcheck warnings,https://github.com/nlohmann/json/issues/1759,https://github.com/nlohmann/json/pull/1760,1,1,0,0,0,0,0,
Forward header should't be amalgamated ,https://github.com/nlohmann/json/issues/1700,N.A,0,1,0,0,0,0,0,Marked as stale by a BOT.
Consider listing files explicitly instead of using GLOB,https://github.com/nlohmann/json/issues/1686,https://github.com/nlohmann/json/pull/1779,0,0,0,0,0,0,1,
NuGet Package,https://github.com/nlohmann/json/issues/1132, added description on how to use NuGet package #1132 ,0,0,0,1,1,0,0,
Feature: to_string(const json& j);,https://github.com/nlohmann/json/issues/916,https://github.com/nlohmann/json/pull/1585,1,0,1,0,0,1,0,
"fixup_structs uses file scope, should use package scope",https://github.com/istio/istio/issues/20962,https://github.com/istio/api/pull/1275,0,0,0,0,0,0,1,
"istioctl apply --dry-run bogus message ""failed to get k8s server version""",https://github.com/istio/istio/issues/20729,https://github.com/istio/istio/pull/20747,0,0,0,0,0,0,1,
[istio.io testing] Need test for Configure Citadel Service Account Secret Generation,https://github.com/istio/istio/issues/20504,N.A,0,0,0,0,0,1,0,Not implemented due to planned dependency removal.
Destination rule to set mTLS ignores specific host,https://github.com/istio/istio/issues/19459,https://github.com/istio/istio/pull/21734,0,0,1,0,0,0,0,
istioctl dashboard to allow pod label --selector instead of requiring explicit pod name,https://github.com/istio/istio/issues/18987,https://github.com/istio/istio/pull/19191,0,0,1,0,0,0,0,
[istio.io testing] Write test for bookinfo task for istioio ,https://github.com/istio/istio/issues/18238,https://github.com/istio/istio/pull/18449,0,0,0,0,0,1,0,
Generate RPM files in addition to Debian files for mesh expansion,https://github.com/istio/istio/issues/17348,N.A,0,0,0,1,0,0,0,"Duplicate, using data from referred issue."
Add output flag unit test,https://github.com/istio/istio/issues/17230,https://github.com/istio/operator/pull/295,1,0,0,0,0,1,0,
Pilot goroutine leak when waiting for config from galley,https://github.com/istio/istio/issues/16901,N.A,0,1,0,0,0,0,0,Closed due to lack of replication.
Add NetworkPolicy to allow Istio to run on a secure Kubernetes Platform,https://github.com/istio/istio/issues/16877,N.A,0,0,1,0,0,0,0,Not implemented due to planned denial.
Add scopes to logging,https://github.com/istio/istio/issues/15605,https://github.com/istio/operator/pull/81,0,0,0,0,0,0,1,
Add enum validations for values_types.go,https://github.com/istio/istio/issues/15492,N.A,0,0,1,0,0,0,0,Appears to be stale.
Migrate operator repo to Go modules,https://github.com/istio/istio/issues/15240,https://github.com/istio/operator/pull/75,0,0,0,0,0,0,1,
"""istioctl version"" should document --short=false and --remote=false",https://github.com/istio/istio/issues/14814,https://github.com/istio/pkg/pull/27,1,0,0,0,1,0,0,Change in-code explanation string.
Istioctl proxy-status and authn tls-check commands when global.monitoringPort != 15014,https://github.com/istio/istio/issues/14801,N.A,0,1,0,0,0,0,0,Still ongoing.
Bookinfo productpage microservice crashes when run as non-root userid,https://github.com/istio/istio/issues/14667,https://github.com/istio/istio/pull/14943,0,0,1,0,0,0,0,
Regular expression support for origins in CorsPolicy,https://github.com/istio/istio/issues/14661,N.A,0,0,0,1,0,0,0,
Add debug config dump support to Galley Ctrlz page,https://github.com/istio/istio/issues/12298,https://github.com/istio/istio/pull/12980,0,0,0,1,0,0,0,
"Webhook ""pilot.validation.istio.io"" reports invalid configuration error for valid config",https://github.com/istio/istio/issues/10694,N.A,0,1,0,0,0,0,0,"Fixed by dependency, not within Isitio."
Mixer client: mixc should send valid attribute encodings when attribute vocabulary is available,https://github.com/istio/istio/issues/10434,N.A,0,0,1,0,0,0,0,Deemed as stale.
Istio yaml structure,https://github.com/istio/istio/issues/10429,https://github.com/istio/istio/pull/12670,0,0,0,0,0,0,1,"Duplicate, using data from referred issue."
Managing core dumps,https://github.com/istio/istio/issues/8077,https://github.com/istio/istio/pull/8043,0,0,1,0,0,0,1,
Single command to dump out state of entire mesh for debugging,https://github.com/istio/istio/issues/6382,https://github.com/istio/istio.io/pull/1698,0,0,0,0,1,0,0,
Proxy-Config command doesn't work correctly when running multiple Pilots.,https://github.com/istio/istio/issues/5733,https://github.com/istio/istio/pull/5762,0,1,0,0,0,0,0,
Add helm lint to `bin/linters.sh`,https://github.com/istio/istio/issues/4766,https://github.com/istio/istio/pull/5406,1,0,0,0,0,1,0,
istioctl register requires namespace (doesn't use the default),https://github.com/istio/istio/issues/4473,https://github.com/istio/istio/pull/4493,0,1,0,0,0,0,0,
Need consistent & published way of identifying failure in automated tests logs,https://github.com/istio/istio/issues/2974,N.A,0,0,0,1,0,0,0,Deemed as stale.
HA ingress setup,https://github.com/istio/istio/issues/2895,N.A,0,0,0,0,1,0,0,Deemed as stale.
Support k8s app protocols alpha annotation,https://github.com/istio/istio/issues/1441,N.A,0,0,0,1,0,0,0,Deemed as stale.
Use ROUND_ROBIN load balancing in the sample,https://github.com/istio/istio/issues/651,N.A,0,0,0,0,0,1,0,Deemed as stale.
"Typo: ""the URL andpixel density""",https://github.com/whatwg/html/issues/4911,https://github.com/whatwg/html/pull/4935,0,0,0,0,1,0,0,
Plain Unicode string,https://github.com/whatwg/html/issues/4798,https://github.com/whatwg/html/pull/4824,0,0,0,0,1,0,0,"Multiple PRs, took the first one."
width attribute on <col> should allow 0 as a value ,https://github.com/whatwg/html/issues/4717,https://github.com/whatwg/html/pull/4927,1,0,0,0,1,0,0,
height attribute on <tr> should allow 0 as a value,https://github.com/whatwg/html/issues/4716,https://github.com/web-platform-tests/wpt/pull/17572,0,0,0,0,0,1,0,
inputmode=number should be inputmode=numeric,https://github.com/whatwg/html/issues/4652,https://github.com/whatwg/html/pull/4656,0,0,0,0,0,0,1,
"add ""oncopy"", ""oncut"", ""onpaste"" attribute to list of event handler content attributes",https://github.com/whatwg/html/issues/4564,https://github.com/whatwg/html/pull/4602,0,0,0,1,0,0,1,
"""Fire a synthetic mouse event at this element"" for click() is underspecified",https://github.com/whatwg/html/issues/4451,https://github.com/whatwg/html/pull/4453,1,0,1,0,0,0,0,
No way to sanely determine a form control's disabled state,https://github.com/whatwg/html/issues/4395,N.A,0,0,1,0,0,0,0,Still ongoing.
Consider factoring out duplication in <link rel=preload>,https://github.com/whatwg/html/issues/4341,https://github.com/whatwg/html/pull/4048,0,0,1,1,0,0,0,
Wrong mention of attributes in audio element documentation,https://github.com/whatwg/html/issues/4159,https://github.com/whatwg/html/pull/4221,1,0,0,0,0,0,1,
Describe HTMLOptionsCollection's length tree mutation in terms of DOM,https://github.com/whatwg/html/issues/3652,N.A,0,0,1,0,0,0,0,Appears to be stale.
Types of `OffscreenCanvas.width` and `.height` needs to be annotated types,https://github.com/whatwg/html/issues/3540,https://github.com/whatwg/html/pull/3541,1,0,1,0,0,0,0,
"grammar glitch in ""digital fingerprint"" paragraph",https://github.com/whatwg/html/issues/3503,https://github.com/whatwg/html/pull/3504,1,0,0,0,0,0,1,
Give <canvas>'s toDataURL() and toBlob() default parameter values,https://github.com/whatwg/html/issues/3430,https://github.com/whatwg/html/pull/3477,0,0,1,0,0,0,1,
"Bad link to ""child text content change steps"" in ""The `style` element""",https://github.com/whatwg/html/issues/3384,https://github.com/whatwg/html/pull/3421,1,0,0,0,0,0,1,"Duplicate of another issue, took that issue's PR."
Incorrect links in <meter> element IDL attribute definitions,https://github.com/whatwg/html/issues/3356,https://github.com/whatwg/html/pull/3481,0,1,0,0,0,0,0,
Some media elements can indefinitely block the document's load event for no reason,https://github.com/whatwg/html/issues/3065,N.A,0,1,0,0,0,0,0,Appears to be stale.
"""The length attribute's getter must this DOMStri...""",https://github.com/whatwg/html/issues/2736,https://github.com/whatwg/html/pull/2767,0,0,0,0,0,0,1,
Should “Naming form controls” section include a warning about names overriding form properties?,https://github.com/whatwg/html/issues/2720,https://github.com/whatwg/html/pull/3484,0,0,0,1,0,0,0,
"What does the definite article mean in the ""has focus steps""?",https://github.com/whatwg/html/issues/2523,https://github.com/whatwg/html/pull/5093,0,0,0,0,0,0,1,
contextmenu event uses Event interface on event index table,https://github.com/whatwg/html/issues/2491,https://github.com/whatwg/html/pull/2494,0,1,0,0,0,0,0,
innerText setter uses pointer + position instead of sticking with one variable name,https://github.com/whatwg/html/issues/2446,https://github.com/whatwg/html/pull/2449,1,0,0,0,0,0,1,
""" intializedzed""",https://github.com/whatwg/html/issues/2430,https://github.com/whatwg/html/pull/2434,0,0,0,0,1,0,0,
Clarify origin check in document.open(),https://github.com/whatwg/html/issues/2282,https://github.com/whatwg/html/pull/2288,0,0,0,0,0,0,1,"Multiple PRs, took the first one."
"Reword usage of ""alphabetical""",https://github.com/whatwg/html/issues/2266,N.A,0,0,0,0,0,0,1,Appears to be stale.
Aggregate sections of IANA considerations,https://github.com/whatwg/html/issues/1300,https://github.com/whatwg/html/pull/1301,0,0,1,0,0,0,1,
Tweak .htaccess MIME types,https://github.com/whatwg/html/issues/507,https://github.com/whatwg/html-build/pull/94,1,0,0,0,0,0,1,
"""readonly attribute long length; """,https://github.com/whatwg/html/issues/495,https://github.com/whatwg/html/pull/510,1,0,1,0,0,0,0,
time element content model contains contradiction v. body text,https://github.com/whatwg/html/issues/426,https://github.com/CaseyLeask/html/commit/7bfa63883e134bb37d48b70aa31fbcb8d98a8b9f,0,1,0,0,0,0,0,
error event on <source> missing in media event summary,https://github.com/whatwg/html/issues/420,https://github.com/whatwg/html/pull/425,0,0,1,0,0,0,1,
Switch from russross/blackfriday to yuin/goldmark,https://github.com/gogs/gogs/issues/5921,N.A,0,0,0,0,0,0,1,In pipeline by non-newcomer.
LDAP BindDN Multiple Log In Options Results in 500,https://github.com/gogs/gogs/issues/5897,N.A,0,1,0,0,0,0,0,In pipeline by non-newcomer.
Reviewer cannot view specified commit changes when forked repository is private,https://github.com/gogs/gogs/issues/5878,N.A,0,1,0,0,0,0,0,
"""File diff suppressed because it is too large"" should be more specific",https://github.com/gogs/gogs/issues/5814,N.A,0,0,1,0,0,0,0,Marked as stale/not done.
Private mirror icon,https://github.com/gogs/gogs/issues/5686,N.A,0,0,1,0,0,0,0,
Documentation link on README when creating a repo is broken,https://github.com/gogs/gogs/issues/5618,N.A,0,1,0,0,1,0,0,
Personal access token last used timestamp isn't updated,https://github.com/gogs/gogs/issues/5615,N.A,1,1,0,0,0,0,0,"Not yet done, new dev working on it."
